departure_airport_id,departure_airport,departure_terminal,departure_gate,departure_delay,,,,,,arrival_airport_id,arrival_airport,,,,,,,,,,Country
195,Lester B. Pearson International,3,A12,4,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Canada
195,Lester B. Pearson International,3,A12,4,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Canada
195,Lester B. Pearson International,3,A12,4,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Canada
136,Sharjah International Airport,NULL,9,11,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,United Arab Emirates
136,Sharjah International Airport,NULL,9,11,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,United Arab Emirates
136,Sharjah International Airport,NULL,9,11,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,United Arab Emirates
198,International,NULL,C5,19,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,C5,19,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,13,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
150,Nassau International,A,C45,20,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Bahamas
150,Nassau International,A,C45,20,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Bahamas
150,Nassau International,A,C45,20,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Bahamas
187,Sheffield,NULL,NULL,19,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,England
136,Sharjah International Airport,NULL,9,8,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,United Arab Emirates
136,Sharjah International Airport,NULL,9,8,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,United Arab Emirates
136,Sharjah International Airport,NULL,9,8,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,United Arab Emirates
88,James Cox Dayton International,NULL,B12,11,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,11,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,11,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
179,Jorge Chavez International,NULL,20,12,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Peru
179,Jorge Chavez International,NULL,20,12,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Peru
198,International,NULL,C1,12,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
134,Municipal,NULL,NULL,4,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
134,Municipal,NULL,NULL,4,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
134,Municipal,NULL,NULL,4,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
6,Schiphol,2,D49,3,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Netherlands
6,Schiphol,1,D3,28,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Netherlands
6,Schiphol,1,D3,28,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Netherlands
6,Schiphol,1,D3,28,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Netherlands
6,Schiphol,1,D3,28,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Netherlands
88,James Cox Dayton International,NULL,B12,2,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,2,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,2,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,2,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,2,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
147,Charles De Gaulle,2E,K49,25,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,France
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
6,Schiphol,2,D49,5,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Netherlands
136,Sharjah International Airport,NULL,9,8,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,United Arab Emirates
136,Sharjah International Airport,NULL,9,8,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,United Arab Emirates
136,Sharjah International Airport,NULL,9,8,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,United Arab Emirates
136,Sharjah International Airport,NULL,9,8,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,United Arab Emirates
136,Sharjah International Airport,NULL,9,8,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,United Arab Emirates
136,Sharjah International Airport,NULL,9,8,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,United Arab Emirates
207,El Salvador International,NULL,G12,5,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,El Salvador
270,Ramon Villeda Morales International,NULL,1,22,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Honduras
88,James Cox Dayton International,NULL,B12,12,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,12,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,12,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,12,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,12,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,12,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
35,Internacional Benito Juarez,2,55,18,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
61,Cancún International,3,C20,16,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
61,Cancún International,3,C20,16,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
61,Cancún International,3,C20,16,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
,,,,,,,,,,,,,,,,,,,,,
168,Aeropuerto de las Américas,NULL,A2,7,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Dominican Republic
168,Aeropuerto de las Américas,NULL,A2,7,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Dominican Republic
207,El Salvador International,NULL,G12,10,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,El Salvador
162,Exuma International,NULL,NULL,9,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Bahamas
206,La Aurora,NULL,G4,26,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Guatemala
206,La Aurora,NULL,G4,26,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Guatemala
61,Cancún International,3,C20,32,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
198,International,NULL,NULL,9,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,NULL,9,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
81,Seoul (Incheon),2,248,13,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,South Korea
81,Seoul (Incheon),2,248,13,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,South Korea
134,Municipal,NULL,NULL,4,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
134,Municipal,NULL,NULL,4,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
134,Municipal,NULL,NULL,4,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
6,Schiphol,2,D49,9,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Netherlands
94,Luis Munoz Marin International,B,B11,55,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Puerto Rico
94,Luis Munoz Marin International,B,B11,55,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Puerto Rico
94,Luis Munoz Marin International,B,B11,55,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Puerto Rico
94,Luis Munoz Marin International,B,B11,55,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Puerto Rico
198,International,NULL,C5,5,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,C5,5,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
19,Haneda Airport,3,113,16,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Japan
6,Schiphol,2,D57,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Netherlands
6,Schiphol,2,D57,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Netherlands
6,Schiphol,2,D57,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Netherlands
147,Charles De Gaulle,2E,K41,14,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,France
147,Charles De Gaulle,2E,K41,14,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,France
147,Charles De Gaulle,2E,K41,14,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,France
147,Charles De Gaulle,2E,K41,14,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,France
94,Luis Munoz Marin International,B,B11,8,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Puerto Rico
94,Luis Munoz Marin International,B,B11,8,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Puerto Rico
94,Luis Munoz Marin International,B,B11,8,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Puerto Rico
94,Luis Munoz Marin International,B,B11,8,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Puerto Rico
207,El Salvador International,NULL,GTC,51,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,El Salvador
139,El Paso International Airport,NULL,B1,26,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
139,El Paso International Airport,NULL,B1,26,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
139,El Paso International Airport,NULL,B1,26,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
167,Juan Santamaría International,M,3,12,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Costa Rica
167,Juan Santamaría International,M,3,12,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Costa Rica
167,Juan Santamaría International,M,3,12,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Costa Rica
22,Los Cabos,2,1A,66,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
22,Los Cabos,2,1A,66,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
22,Los Cabos,2,1A,66,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
191,Ontario International,NULL,NULL,5,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Canada
64,Cyril E King Airport,NULL,6,35,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Virgin Islands
64,Cyril E King Airport,NULL,6,35,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Virgin Islands
64,Cyril E King Airport,NULL,6,35,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Virgin Islands
64,Cyril E King Airport,NULL,6,35,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Virgin Islands
198,International,NULL,C5,9,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,C5,9,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
269,Norman Manley,NULL,9,7,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Jamaica
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
6,Schiphol,2,D7,16,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Netherlands
195,Lester B. Pearson International,NULL,NULL,5,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Canada
61,Cancún International,3,C15,15,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
208,Daniel Oduber International,NULL,2,5,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Costa Rica
167,Juan Santamaría International,M,3,4,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Costa Rica
167,Juan Santamaría International,M,3,4,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Costa Rica
167,Juan Santamaría International,M,3,4,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Costa Rica
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
200,Pierre Elliott Trudeau International,NULL,C74,36,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Canada
200,Pierre Elliott Trudeau International,NULL,C74,36,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Canada
200,Pierre Elliott Trudeau International,NULL,C74,36,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Canada
200,Pierre Elliott Trudeau International,NULL,C74,36,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Canada
,,,,,,,,,,,,,,,,,,,,,
179,Jorge Chavez International,NULL,20,2,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Peru
198,International,NULL,2,9,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,2,9,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
178,Aeroporto Internacional Guarulhos,3,322,10,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Brazil
134,Municipal,NULL,NULL,8,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
134,Municipal,NULL,NULL,8,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
134,Municipal,NULL,NULL,8,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
134,Municipal,NULL,NULL,8,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,5,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,5,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,5,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,5,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,5,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
19,Haneda Airport,3,113,12,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Japan
147,Charles De Gaulle,2E,K39,15,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,France
147,Charles De Gaulle,2E,K39,15,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,France
147,Charles De Gaulle,2E,K39,15,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,France
147,Charles De Gaulle,2E,K39,15,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,France
134,Municipal,NULL,NULL,4,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
134,Municipal,NULL,NULL,4,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
134,Municipal,NULL,NULL,4,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
134,Municipal,NULL,NULL,4,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
134,Municipal,NULL,NULL,4,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
198,International,NULL,C4,5,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,C4,5,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
136,Sharjah International Airport,NULL,9,4,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,United Arab Emirates
136,Sharjah International Airport,NULL,9,4,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,United Arab Emirates
136,Sharjah International Airport,NULL,9,4,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,United Arab Emirates
136,Sharjah International Airport,NULL,9,4,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,United Arab Emirates
136,Sharjah International Airport,NULL,9,4,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,United Arab Emirates
136,Sharjah International Airport,NULL,9,4,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,United Arab Emirates
6,Schiphol,2,D49,1,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Netherlands
147,Charles De Gaulle,2E,K41,44,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,France
198,International,NULL,C1,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,C1,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
196,Frankfurt International Airport,1,B46,17,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Germany
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
6,Schiphol,2,D7,9,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Netherlands
81,Seoul (Incheon),2,248,1,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,South Korea
147,Charles De Gaulle,2E,K41,21,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,France
6,Schiphol,2,E22,5,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Netherlands
61,Cancún International,3,C15,13,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
88,James Cox Dayton International,NULL,B12,9,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,9,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
94,Luis Munoz Marin International,B,B11,8,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Puerto Rico
94,Luis Munoz Marin International,B,B11,8,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Puerto Rico
94,Luis Munoz Marin International,B,B11,8,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Puerto Rico
94,Luis Munoz Marin International,B,B11,8,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Puerto Rico
94,Luis Munoz Marin International,B,B11,8,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Puerto Rico
187,Sheffield,NULL,NULL,43,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,England
136,Sharjah International Airport,NULL,9,5,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,United Arab Emirates
136,Sharjah International Airport,NULL,9,5,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,United Arab Emirates
136,Sharjah International Airport,NULL,9,5,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,United Arab Emirates
147,Charles De Gaulle,2E,E04,24,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,France
198,International,NULL,C1,9,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,C1,9,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,C1,9,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
179,Jorge Chavez International,NULL,19,19,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Peru
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
6,Schiphol,2,D43,9,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Netherlands
147,Charles De Gaulle,2E,E04,21,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,France
198,International,NULL,C2,8,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,C2,8,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,C2,8,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,C4,3,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,C4,3,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
209,Findel,NULL,NULL,78,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Luxembourg
35,Internacional Benito Juarez,2,52,12,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,52,12,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,52,12,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,52,12,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
81,Seoul (Incheon),NULL,NULL,45,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,South Korea
35,Internacional Benito Juarez,2,54,66,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,54,66,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,54,66,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
81,Seoul (Incheon),2,241,12,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,South Korea
81,Seoul (Incheon),2,241,12,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,South Korea
167,Juan Santamaría International,M,5,1,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Costa Rica
35,Internacional Benito Juarez,2,62,10,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,62,10,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,62,10,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,62,10,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,3,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,3,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
134,Municipal,NULL,NULL,7,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
134,Municipal,NULL,NULL,7,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
178,Aeroporto Internacional Guarulhos,3,F,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Brazil
262,Liege Airport,NULL,NULL,33,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Belgium
198,International,NULL,C2,5,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,C2,5,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,C2,5,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,C2,5,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
35,Internacional Benito Juarez,2,52A,14,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
209,Findel,NULL,NULL,14,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Luxembourg
272,L. F. Wade International,NULL,OPS,4,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Bermuda
272,L. F. Wade International,NULL,OPS,4,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Bermuda
272,L. F. Wade International,NULL,OPS,4,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Bermuda
,,,,,,,,,,,,,,,,,,,,,
35,Internacional Benito Juarez,2,59,9,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,59,9,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,59,9,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,59,9,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
179,Jorge Chavez International,NULL,19,8,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Peru
179,Jorge Chavez International,NULL,19,8,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Peru
185,El Nuevo Dorado International,1,49,51,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Colombia
,,,,,,,,,,,,,,,,,,,,,
